word,ipa,swahili_gloss,swahili_pos,english_gloss,english_pos,line_no
rigeki,ɾ i ɣɛ ki,panya kivuno,nmn,harvest mouse,n,4151
rigena,ɾ i :ɣ ena,jiwe,nmn,stone,n,4152
rigeri rieng’e,ɾ i ɣɛɾ i ɾ ieŋe,,,,,4153
cnicas,,,,,,4153
rigesa,ɾ i ɣɛ sa,,,,,4154
rigicho,ɾ i ɣiʧɔ,,,,,4155
erigana,,,,,,4155
rigio,ɾ i ɣ io,,,,,4156
rigocho,ɾiɣ i ʧɔ,,,,,4157
rigoko ri’eriote,ɾ i ɣ oko ɾ ie ɾ iote,,,,,4158
rigoko ri’esuguria,ɾ i ɣ oko ɾ iesu ɣ u ɾ ia,,,,,4159
rigontonyi,ɾ i ɣɔ :nt ɔɲ i,,,,,4160
rigori,ɾ i ɣ o ɾ i,,,,,4161
rigoro,ɾ i ɣ o ɾ o,,,,,4162
rigoro,ɾ i: ɣ o ɾ o,,,,,4163
guu,,,,,,4163
rigota,ɾ i ɣɔ ta,,,,,4164
engaki,,,,,,4164
rigundo,ɾ i ɣ u:ndo,bovu,kv,rotten,adj,4165
rigwarembe,ɾ i: ɣ wa: ɾ embe,,,,,4166
dhalimu.dictator or oppressor.,,,,,,4166
rigwata,ɾ i ɣ wata,,,,,4167
rigwono,ɾ i ɣ wo:no,,,,,4168
omonto,,,,,,4168
riiba,ɾ i:βa,laiba,kt,he.she steals,v,4169
riigota,ɾ i│igota,,,,,4170
riitona,ɾ i:t ɔ na,,,,,4172
rikabu,ɾ ika ꞵ u,,,,,4173
rikairo,ɾ ikai ɾ o,,,,,4174
rikanda,ɾika:nda,,,,,4175
a,,,,,,4175
rikanya,ɾ ika ɲ a,,,,,4176
rikara,ɾ ika ɾ a,,,,,4177
rikarate,ɾ ika: ɾ a te,,,,,4178
mjinga,,,,,,4178
rikiritania,ɾ iki ɾ itania,,,,,4179
riko 1.,ɾi k ɔ,,,,,4180
riko 2.,ɾ i:k ɔ,,,,,4181
rikobu,ɾ ik ɔ ꞵ u,tunda bichi,kv,unripe fruit,adj,4182
rikobu,ɾ ik ɔꞵ u,/tovu,nmn,a big navel,n,4183
rikomi|erimo,ɾ ikomie ɾ im ɔ,,,,,4184
kumi,,wanse eyemo ekr. kumi na moja,kv,eleven,adj,4184
kumi,,,,,,4184
rikomo,ɾ ikomo,,,,,4185
rikonde,ɾ ikonde,,,,,4186
worm,,,,,,4186
rikone,ɾ ikone,,,,,4187
rikongiro,ɾ ik ɔ ŋi ɾɔ,,,,,4188
zebrina,,,,,,4188
rikongo,ɾ ik ɔ ŋ ɔ,,,,,4189
rikongori,ɾ ikoŋo ɾ i,,,,,4190
also,,,,,,4190
rikonu,ɾ ikonu,,,,,4191
rikora,ɾ iko ɾ a,,,,,4192
rikora,ɾ iko ɾ a,,,,,4193
‘’Erikora,,,,,,4193
rikori,ɾ iko ɾ i,,,,,4194
rikori,ɾ iko: ɾ i,,,,,4195
rikorobo,ɾ iko ɾ o ꞵ o,,,,,4196
rikorogoto,ɾ iko ɾ o ɣ oto,,,,,4197
rikorokoro,ɾ iko ɾ oko ɾ o,,,,,4198
rikorokoro,ɾ ik ɔɾɔ k ɔɾɔ,,,,,4199
rikorominyo,ɾ ik ɔɾɔ mi ɲɔ,,,,,4200
rikorongote,ɾ iko ɾ oŋote,,,,,4201
rikororera,ɾ iko ɾ o ɾ e ɾ a,,,,,4202
rikoru,ɾ ik ɔɾ u,,,,,4203
rikoyori’obori,e ɾ ikojo ɾ i ɔꞵɔɾ i,,,,,4205
rikuba,ɾ iku ꞵ a,,,,,4206
kikohozi,,,,,,4206
rikumia,ɾ ikumia,,,,,4207
rikundesi,ɾ ikund ɛ si,ukungu,nmn,mist,n,4208
rikura,ɾ iku ɾ a,,,,,4209
aase,,,,,,4209
rikuru,ɾ iku ɾ u,,,,,4210
rikwege,ɾ ikw ɛɣɛ,,,,,4211
donda,,,,,,4211
rimama,ɾ imama,,,,,4212
rimaya,ɾ imaja,zuzu,nmn,buffoon,n,4213
rimemenyu,ɾ imeme ɲ u,mtini,nmn,slow person,n,4214
rimera,ɾ ime ɾ a,,,,,4215
rimi,ɾ imi,umande,nmn,dew,n,4216
rimimi,ɾ i:mimi,,,,,4217
high,,,,,,4217
rimisu,ɾ imisu,,,,,4218
uvundo,,,,,,4218
rimocha,ɾ im ɔʧ a,kosa,nmn,offence,n,4219
rimong’o,ɾ imoŋgo,baradhuli,nmn,buffoon,n,4220
rimonto,ɾ imo:nto,,,,,4221
rimore .,ɾ imo ɾ e,,,,,4222
mwanga,,mkubwa,nmn,torch,n,4222
rimoro,ɾ im ɔ : ɾɔ,,,,,4223
rimoroki,ɾ im ɔ : ɾɔ ki,,,,,4224
rimote,ɾ imote,,,,,4225
rimu,ɾ imu,bato,nmn,ringworm,n,4226
rimuge,ɾ i:muge,,,,,4227
rimuge,ɾ imuge,,,,,4228
rimura,ɾ imu ɾ a,,,,,4229
rimura,ɾ i :mu ɾ a,,,,,4230
rinamerera,ɾ i:name ɾ e ɾ a,,,,,4231
rinani,ɾ i:nani,,,,,4232
rinani,ɾ i:nani,,,,,4233
rinde,ɾ i:nde,,,,,4234
rineberia,ɾ in ɛ :β ɛɾ i a,,,,,4235
omwanchereria,,,,,,4235
rinebi,ɾ in ɛ :βi,,,,,4236
omwanchereria,,,,,,4236
rinebo,ɾ in ɛ :β ɔ,,,,,4237
ring’ana,ɾ i: ŋgana,,,,,4238
ring’ang’ara .,ɾ i: ŋga:ŋga ɾ a,,,,,4239
ring’iti,ɾ i: ŋgiti,linyimivu,kv,a big selfish person,adj,4240
ring’orong’oru,ɾ i: ŋg ɔɾɔ ŋg ɔɾ u,tezi,nmn,goitre,n,4241
ring’ombe,ɾ i: ŋg ɔ mb ɛ,,,,,4242
ligombe,,,,,,4242
ring’ondi,ɾ i: ŋg ɔ :ndi,,,,,4243
ring’orongoche,ɾ i: ŋg ɔɾɔ ŋ ɔʧ e,,,,,4244
adam’s,,,,,,4244
ring’weng’we,ɾ í:ŋg w ɛ ŋg w ɛ,,,,,4245
rini,ɾ i:ni,,,,,4246
rino,ɾ i:n ɔ,,,,,4247
rinoru,ɾ i:no ɾ u,,,,,4248
rinyaganyaga,ɾiɲaɣaɲaɣ a,,,,,4249
rinyama,ɾiɲ ama,,,,,4250
rinyamara,ɾiɲ ama ɾ a,tandu,nmn,centipede,n,4251
rinyamoutoki,ɾ i ɲ amoutoki,,,,,4252
rinyatundo,ɾɪɲ atund ɔ,,,,,4253
rinyenyi,ɾ i ɲɛɲ i,,,,,4254
murderer,,,,,,4254
rinyo,ɾiɲ o,,,,,4255
rinyo,ɾiɲ o,panya milia,nmn,stripped grass mouse,n,4256
rinyongo,ɾiɲ o ŋ o,,,,,4257
rio,ɾ íò,,,,,4258
riobereria,ɾ ioβ e ɾeɾ ia,hinikizo,nmn,deception.hocus pocus,n,4259
rioga,ɾ io ɣ a,,,,,4260
rioga riroro,ɾ io ɣ a ɾ í ɾ o ɾ o,,,,,4261
tithoniadiversiolia,,,,,,4261
rioka,ɾ io ka,,,,,4262
rioka,ɾ ioka,pekee,kt,only,v,4263
rioma,ɾ i ɔ ma,,,,,4264
riomana,ɾ iomana,,,,,4265
rionde,ɾiɔ nd ɛ,,,,,4266
upright,,,,,,4266
riondi,ɾ i ɔ ndi,,,,,4267
morsel,,,,,,4267
rioria,ɾ io: ɾ ia,,,,,4268
riote,ɾ iote,kidonda,nmn,wound,n,4269
rioto,ɾ i ɔ t ɔ,,,,,4270
rirangeria,ɾ i ɾ á ŋ e ɾ ia,,,,,4271
rirara - muana,ɾ i ɾ á: ɾ a |mwana,,,,,4272
zingizi,,,,,,4272
riraro,ɾ i ɾ á: ɾɔ,,,,,4273
riraro,ɾ i: ɾ á : ɾɔ,,,,,4274
rire,ɾ i: ɾ e,wingu,nmn,cloud,n,4275
rireko,ɾ i: ɾ eko,bega,nmn,shoulder,n,4276
rirema,ɾ i: ɾ ema,mlimo,nmn,digging,n,4277
riremerua,ɾ i ɾ e:m e ɾ wa,,,,,4278
rirongototi,ɾ i ɾɔ :ŋ ɔ t ɔ :ti,,,,,4279
riroria,ɾiɾɔ:ɾi a,,,,,4280
costus,,,,,,4280
gosegeta,,,,,,4280
na,,,,,,4280
riroroche,ɾ i ɾ o ɾ o: ʧ e,,,,,4281
riru,ɾ i: ɾ u,,,,,4282
riruma,ɾ i: ɾ uma,,,,,4283
risa,ɾ i: sa,,,,,4284
risabagera,ɾ i saβa ɣ e ɾ a,,,,,4285
risabese,ɾ i saβ ɛ s ɛ,,,,,4286
risabeso,ɾ i saβ ɛ s ɔ,,,,,4287
risabeso,ɾ i saβ ɛ s ɔ,,,,,4288
risagara,ɾ i sa: ɣ a ɾ a,,,,,4289
risagisa,ɾ i sa ɣ isa,,,,,4290
risakara,ɾ i saka ɾ a,,,,,4291
risakwa,ɾ i sakwa,,,,,4292
muhindi,,,,,,4292
risameso,ɾ i sam ɛ s ɔ,,,,,4293
risami,ɾ i sa:mi,,,,,4294
risancha,ɾ i sa:n ʧ a,,,,,4295
esirate,,,,,,4295
risang’ina,ɾ isaŋina,,,,,4296
risankwa,ɾ i sankwa,,,,,4297
risanyi,ɾ i sa ɲ i,,,,,4298
risara,ɾ i sa: ɾ a,,,,,4299
erieta,,,,,,4299
risara,ɾ i sa ɾ a,,,,,4300
risaramuenya,ɾ i sa ɾ a mwe ɲ a,,,,,4301
risaramuenye,ɾ i sa ɾ a mw ɛɲɛ,,,,,4302
risaria,ɾ i sa: ɾ ia,,,,,4303
risaroche,ɾɪ sa: ɾɔʧ e,,,,,4304
rise,ɾɪ : se,,,,,4305
rise,ɾ i: se,,,,,4306
riseko,ɾ i sek ɔ,,,,,4307
risengereri,ɾ i se ŋ e ɾeɾ i,huntha,nmn,kv. hermaphrodite,adj,4308
risenia,ɾ i s ɛ :nia,,,,,4309
risense,ɾ i s ɛ :n sɛ,,,,,4310
risensemu,ɾ i s ɛ ns ɛ mu,,,,,4311
riseri,ɾ i: s ɛɾ i,,,,,4312
risese,ɾ i se:se,,,,,4313
risese,ɾ i se:se,,,,,4314
risiakeria,ɾ i siake ɾ ia,ufujaji,nmn,desfalcation,n,4315
risibi,ɾ i si: 𝛃 ɪ,,,,,4316
risika,ɾ i sika,,,,,4317
riso,ɾ i:so,,,,,4318
riso,ɾ i:so,kadiri,kv,to be sure,adj,4319
riso,ɾ i:so,pendeza,kt,be attractive,adj,4320
risombe,ɾ i:sombe,,,,,4321
risosa,ɾ i:so:sa,,,,,4322
risungia,ɾ isu: ŋia,,,,,4323
risuri,ɾ isu ɾ i,,,,,4324
risua,ɾ isu ɾ i,,,,,4325
rita,ɾ ita,,,,,4326
ritaboboki,ɾ itaβo 𝛃 oki,,,,,4327
ritabu,ɾ itaβu,,,,,4328
erigetabu,,,,,,4328
ritagaro,ɾ itaga ɾ o,,,,,4329
r itakuna,ɾ itakuna,,,,,4330
ritambombo,ɾ itambombo,,,,,4331
ritang’ate,ɾ itaŋgat ɛ,,,,,4332
ritang’ate,ɾɪ: taŋgat ɛ,,,,,4333
ritaturi,ɾ i:ta:tu: ɾ i,,,,,4334
ritaturi,ɾ i:ta:tu: ɾ i,shemali,nmn,fog,n,4335
rite,ɾ i:te,ladha,nmn,taste,n,4336
rite,ɾ i:te,,,,,4337
riteba,ɾ i:te 𝛃 a,,,,,4338
ritegeri,ɾ i:t ɛɣɛɾ i,,,,,4339
riteke,ɾ it ɛ: k ɛ,,,,,4341
riteng’o,ɾ i:t ɛ ŋg ɔ,,,,,4342
ritera,ɾ i:t ɛ : ɾ a,,,,,4343
riterege,ɾ i:t ɛɾɛɣɛ,,,,,4344
ritete,ɾɛ :t ɛ :t ɛ,,,,,4345
ritierio,ɾ i:tie ɾ io,,,,,4346
whetting,,,,,,4346
ritimo,ɾ i:ti mo,,,,,4347
ritiro,ɾ i:ti ɾ o,,,,,4348
rito,ɾi :to,,,,,4349
ritogonyia,ɾ i:t ɔɣɔɲ ia,,,,,4350
ritombe,ɾ i:to mbe,,,,,4351
enyomba,,,,,,4351
ritondo,ɾ i:tondo,,,,,4352
ritondo,ɾ i:tondo,,,,,4353
mamincha,,,,,,4353
ritonto,ɾ i:t ɔ :nt ɔ,,,,,4354
ritontonya,ɾ i:t ɔ nt ɔɲ a,,,,,4355
ritoronge,ɾ i: tɔɾɔ ŋ ɛ,,,,,4356
ritororo,ɾ i:to ɾ o ɾ o,,,,,4357
ritundariroro,ɾ i:unda ɾ i ɾ o ɾ o,,,,,4358
ritunwa,ɾ i:tunwa,,,,,4359
ritusia,ɾ itusi,,,,,4360
ritutu,ɾ i:tu:tu,,,,,4361
rituturi,ɾ i:tutu ɾ i,,,,,4362
ritwania,ɾ i:twania,,,,,4363
ritwe,ɾ i:twe,,,,,4364
erimotwe,,,,,,4364
riuga .,ɾ iu ɣ a,,,,,4365
riuge,ɾi u ɣ e,,,,,4366
riumbagero,ɾ iumba ɣ e ɾ o,,,,,4367
riumbagero ri’echimonyo ert.,,,,,,4367
riuro,ɾ iu ɾ o,,,,,4368
riyenga,ɾiȷɛ ŋa,,,,,4369
riyeria,ɾi:ȷeɾ ia,,,,,4370
obn,,,,,,4370
riyia,ɾiȷ ia,egtnn. jipya,kv,new,adj,4371
riyio,ɾiȷ io,,,,,4372
riyioyeria,ɾiȷioȷeɾi a,,,,,4373
riyo,ɾiȷ o,ngozi,nmn,skin.hide,n,4374
robago,ɾo𝛃agɔ,,,,,4375
robebe,ɾo𝛃 eβe,,,,,4376
roche,ɾo:ʧ e,,,,,4377
roche,ɾoʧ e,,,,,4378
roche,ɾɔʧ e,,,,,4379
roe,ɾɔ e,patia.pea,kt,give to,v,4380
roe,ɾ oe,,,,,4381
rogito,ɾoɣ ito,,,,,4382
rogito,ɾoɣ ito,,,,,4383
romereria,ɾ ome ɾéɾ ia,shikilia,kt,tightly hold,v,4384
romiaamakori,ɾ omia│amako ɾ i,fuatilia sana,kt,follow or search something with determination,v,4385
romia,ɾ omia,,,,,4386
roria,ɾɔɾ ia,angalia,kt,face,v,4387
rota,ɾɔ :ta,chunguza,kt,spy,v,4388
rota,ɾɔt a,ota,kt,dream,v,4389
chunguzana,,,,,,4389
spy,,,,,,4389
roterana,ɾɔ :terana,oteana,kt,dream for each other,v,4390
ruseria,ɾ use ɾ ia,,,,,4391
shout,,,,,,4391
-rua,ɾ wa,toa,kt,to give,v,4392
ruambero,ɾ wambe ɾ o,,,,,4393
mbio,,,,,,4393
rueba,ɾ weβa,,,,,4394
sabusia,sa ꞵ usia,,,,,4400
safisha,,,,,,4400
sabusia,,,,,,4400
sabusia,,,,,,4400
saia,saia,harisha,kt,make diarrhoea,v,4401
sakora,sako ɾ a,mzembe,nmn,lazy,n,4402
samanana,samanana,,,,,4403
anayeshuta,,,,,,4403
he,,,,,,4403
samberebere,samb eɾeꞵeɾ e,mpayukaji,kv,chatterer,v,4404
saota,saota,mzembe,nmn,lazy,n,4405
sara,s ˋ a :ɾʹ a,hisi uchungu. umia,kt,hurt. feel pain in part of your body,v,4406
sareria,,,,,,4406
sara,s ʹ a: ɾˋ a,tahiri.tia jando au kumbi,kt,circumcise,v,4407
saria,sa ɾ ia,haribu,kt,destroy.spoil. damage.ruin,v,4408
sareria,,,,,,4408
sareria,sa ɾ e ɾi a,,,,,4409
sarota,sa ɾ ota,mwanamme anayejililia. effeminate man,nmn,a man who likes to cry,n,4410
se !,se,,,,,4411
white,,,,,,4411
sega,se: ɣ a,paliza au wapalizanao,kv,instigate,v,4412
abagosegana,a ꞵ a ɣ ose ɣ ana,,,,,4413
abagosegetana,a ꞵ a ɣ ose ɣ etana,wanaochocheleanao,kv,those that instigate each other,n,4414
senyisenyi !,se ɲ ise ɲi,,,,,4415
serera,se ɾ e ɾ a,"peleka kwa nia mbaya, njama",kt,escort with ill intentions,v,4416
sisa,sisa,,,,,4417
complicate,,,,,,4417
sogoria,s ɔɣɔɾi a,,,,,4418
soka,sɔk à,ingiza,kt,insert,v,4419
soka,so:kà,aibika,kt,get ashamed,v,4420
sokania,,aibishana,kt,ashame each other,v,4420
soka,s ɔ :kà,toka,kt,get out,v,4421
sokania,,,,,,4421
soma,s ɔ :mà,soma,kt,read,v,4422
somera,,,,,,4422
somigwa,,,,,,4422
somia,,,,,,4422
someria,,,,,,4422
someria,,,,,,4422
somania,,,,,,4422
somaneria,,,,,,4422
somaneria,,,,,,4422
somerania,,,,,,4422
soong’oong’a,so:ŋgo:ŋga,simamia mbali,kt,stand at a distance,v,4423
soonsogeria,sonso ɣ e ɾ ia,,,,,4424
sora,so ɾ a,,,,,4425
sorokia,so ɾ okia,chochea,kt,incite,v,4426
sugusu,su ɣ usu,,,,,4427
sugusu ya mocha,su ɣ usu ja mo ʧ a,,,,,4428
suentera,swente ɾ a,songeana,kt,move slowly on buttocks,v,4430
taa,ta:,,,,,4436
tabana,taβana,,,,,4437
tabana,ta:βa:na,,,,,4438
tabanera,,,,,,4438
tabara,taβa ɾ a,papasa,kt,coax,v,4439
tabara,taβa ɾ a,,,,,4440
tabarera egkr. rigeria. tabarera egkr asiwalilie .kt not cry for you. tabarera egkr asiwalee. kt not be taken be care by smn. tabarerera egkr asiwalelee kt not be taken care for tabarerwa,,,,,,4440
tagama,ta ɣ ama,,,,,4441
tagamera egkr. Ogokora egekoro ki’ogotama ~ okworokia kwo’omokungu akworokia obokungu bwaye/ enyiborero yaye ase okoigora ebinama biaye (=tambararera) tagamera,,,,,,4441
taagamerwa asiegemewe. Shouldn’t be leaned on. tagamerana,,,,,,4441
obokungu,,,,,,4441
tagana,ta ɣ ana,,,,,4442
taganera,,,,,,4442
taganera,ta: ɣ ane ɾ a,,,,,4443
taganerigua,ta: ɣ ane ɾ igwa,Asihitajiwe,kt,shouldn’t be demanded for,v,4444
tagania,ta ɣ ania,,,,,4445
tagania,ta: ɣ ania,,,,,4446
taganeria,ta: ɣ ane ɾ ia,,,,,4447
omonto,,,,,,4447
taganereria,ta: ɣ ane ɾ e ɾ ia,,,,,4448
taganererigwe,,,,,,4448
tagoka,ta: ɣɔ :ka,,,,,4449
tagoka,ta ɣ óka,,,,,4450
tagoka.,ta ɣ ó ɾ a,,,,,4451
tagora,ta ɣ ó ɾ a,bomoa,kt,demolish,v,4452
tagorwa,,bomolewa,kt,become demolished,v,4452
tagoka,,,,,,4452
tagoria,,,,,,4452
tagorwa,,,,,,4452
tagorigwa,,,,,,4452
tagoria,ta: ɣ ó ɾ ia,,,,,4453
tagorwa,,,,,,4453
tagorigwa,,,,,,4453
tagorua .,ta: ɣ o ɾ wa,,,,,4454
tagorua,ta: ɣ o ɾ wa,,,,,4455
tamera,tame ɾ a,,,,,4456
tamera,ta:me ɾ a,,,,,4457
tambarara,tamba ɾ a ɾ a,,,,,4458
tambararera,,,,,,4458
tambararerana,,,,,,4458
tamera,tame ɾ a,,,,,4459
tamera,ta:m ɛɾ a,,,,,4460
tamera .,ta:me ɾ a,,,,,4461
tata,tata,,,,,4462
teba,t ʹɛ :βa,,,,,4463
ongea,,,,,,4463
speak,,,,,,4463
teba,tɛ :β ˊ a,isiwe,kt,should not be,v,4464
teba,teβa,tasika,kt,become sterile,v,4465
tebia,teβia,tasisha,kt,Sterilize. make barren or sterile,v,4466
tebia,tɛ βia,Arifu/ambia,kt,inform,v,4467
tebora,teβo ɾ a,,,,,4468
tebora,te:βo ɾ a,isikose,kt,let it not miss,v,4469
teka,t ɛ :ka,,,,,4470
kaanga,,,,,,4470
temana,t ɛ mana,,,,,4471
temana,t ɛ :mana,,,,,4472
temana,temana,,,,,4473
tamera,tame ɾa,,,,,4474
tamera,tá:me ɾ a,,,,,4475
tamera,ta:mé ɾ a,,,,,4476
tamera,tam ɛ́ɾ a,,,,,4477
tenena,tenena,simama,kt,Stand,v,4478
tenena,,,,,,4478
tenena-koboria,,,,,,4478
tenena-,,,,,,4478
tenena,,,,,,4478
tenena borego egtb. Echoke,,,,,,4478
tenena-ime,,,,,,4478
tenteria,t ɛ nt ɛ ria,dekeza au kuza mtoto kwa kumbembeleza tu,kt,to taddle/ mollycoddle,v,4479
tenteria,t ɛ :nt ɛɾ ia,,,,,4480
tenteria,t ɛ :nt ɛɾ ia,,,,,4481
tera,t ɛ:ɾ a,imba,kt,sing,v,4482
terera,,imbia,kt,sing for,v,4482
tererwa,,imbiwa,kt,be sung for,v,4482
tererana,,imbiana,kt,sing for each other,v,4482
teria,,,,,,4482
teria,te ɾ ia,,,,,4483
teria,t ɛɾi a,,,,,4484
ticha,ti: ʧ a,funga,kt,close,v,4486
tichana,,fungana,kt,close each other,v,4486
tichera,,,,,,4486
close,,,,,,4486
ticherera,,,,,,4486
tichagora,ti ʧaɣoɾa,fukua,kt,dig,v,4487
tichagorera,,,,,,4487
dig,,,,,,4487
tiga,ti ɣ a,acha,kt,stop,v,4488
tigana,,achana,kt,leave each other,v,4488
tiganera,,achania,kt,leave each other,v,4488
tigera,,achia,kt,leave for,v,4488
tigerana,,achiana,kt,leave for each other,v,4488
tigera,,songa,kt,move,v,4488
tigeria,,songesha,kt,to move,v,4488
tigatigia,ti ɣ ati ɣ ia,,,,,4489
tigatigania,,,,,,4489
t imba,timba,chafua,kt,make dirty,v,4490
timba,tí:mba,,,,,4491
timba-,ti:mba,,,,,4492
timbari,timba ɾ i,siwataki,kt,I don’t need you,v,4493
tinda,tinda,lewa,kt,get drunk,v,4494
tindia,,lewesha,kt,make drank,v,4494
tinda -,tinda-,,,,,4495
tindanywoma,tinda ɲ w ɔ ma,sijaoa,kt,not yet married,v,4496
tindakonywoma,,sijakuoa bado,kt,not yet married to you,v,4496
tindabanywoma,,sijawaoa,kt,I have not married them,v,4496
tindaboria,tindaβo ɾ ia,,,,,4497
tindia,tindiá,kuwa mkali,kt,become harsh,v,4498
tindia,tindià,nisile,kt,not to eat,v,4499
tinga,tiŋa,,,,,4500
tingora,tiŋó ɾ a,legeza,kt,losen,v,4501
tingora,tíŋo ɾ a,,,,,4502
tinkoboria,tink ɔ β ɔɾ ia,sitaokoa,kt,I will not redeem,v,4503
tinkoboria,tinkoβo ɾ ia,sitauliza,kt,I will not ask,v,4504
tinkoboria,tinkoβo ɾ ia,sitaula,kt,I will not eat it,v,4505
tinkoria,tinko ɾ ia,sitakula,kt,I will not eat,v,4506
tindia,tindía,,,,,4507
lewesha,,,,,,4507
inebriate,,,,,,4507
tindia,tíndia,kuwa mkali,kt,be brutal,v,4508
tindia,tindia,nisile,kt,not to eat,v,4509
tinga,tiŋa,funga sana,kt,tie tightly,v,4510
tingania,,,,,,4510
ting’a,tíŋga,,,,,4511
ting’a,tiŋga,,,,,4512
kebonguru,,,,,,4512
ting’a,ti:ŋga,,,,,4513
tingania,tiŋania,funga sana,kt,tie tightly,v,4514
ting’igua,tiŋgigwa,Imarishwa,kt,Strengthen,v,4515
ting’igua,tiŋgigwa,,,,,4516
t ing’iting’i,tiŋgitiŋgi,tanakali ya kuma nyama,kt,swallowing meat,v,4517
tingora,tiŋo ɾ a,,,,,4518
tinkobatindia,tinkoβatindia,sitawalevya,kt,I will not intoxicate them,v,4520
tinkobiboria,tinkoβiβ ɔɾi a,sitavikomboa,kt,I will not redeem them,v,4521
tinkobiboria,tinkoβiβo ɾ ia,sitaviuliza,kt,I will not ask them,v,4522
tinkomoboria,tinkomoβo ɾ ia,sitamuuliza,kt,I will not ask him,v,4523
tinkomotindia,tinkomotindia,sitamlevya,kt,I will not intoxicate him,v,4524
tiria,t iɾ ia,,,,,4525
to,,,,,,4525
tiria,ti ɾ ia,,,,,4526
tiria,ti ɾ ia,,,,,4527
tiritiri !,titi ɾ i,,,,,4528
toba,ti ɾ ia,,,,,4529
tobera,,-ivia,kt,get ripe at/ for,v,4529
toba,t ɔ βa,tunakuwa,kt,we be/become,v,4530
tobe,t ɔ β ɛ,tuwe,kt,let’s be/become,v,4531
tobere,,,,,,4531
tuwe,,,,,,4531
tobereo,,tuwepo,kt,let’s be there,v,4531
intogenda,,,,,,4531
tobera,,t unashinda,kt,we stay,v,4531
tobeka,t ɔ β ɛ ka,,,,,4532
tobeka,toβeka,,,,,4534
usivae,,,,,,4534
tobeka,toβeka,,,,,4535
tobobera,t ɔ β ɔ β ɛɾ a,,,,,4536
to,,,,,,4536
Enga,,,,,,4536
toma,toma,,,,,4537
tomana,,,,,,4537
tomana,tomana,,,,,4538
tomanya,toma ɲ a,,,,,4539
tomuamere,tomwamé ɾ e,tukalie mchafu,kt,get dirty fo us,v,4540
tomuamere,tomwáme ɾ e,tumzalie,kt,to bear him,v,4541
tona,t ɔ na,pamba,kt,decorate,v,4542
tonia,tonia,benua,kv,protrude,v,4543
tonia,to:nia,usinye,kt,don’t defaecate,v,4544
tonia,t ɔ :nia,nyega,kt,appetize,v,4545
tonda .,to:nda,,,,,4546
tonera,t ɔ :n ɛɾ a,,,,,4548
tonera,t ɔ n ɛ : ɾ a,,,,,4549
tonga,to:ŋa,,,,,4550
tonga,to:ŋa,umba,kt,create,v,4551
tonga,toŋa,,,,,4552
tonga,toŋa,,,,,4553
tonga,toŋa,,,,,4554
tontonya,tonto ɲ a,,,,,4555
tonya,to ɲ a,,,,,4556
tonyia,,,,,,4556
tora,to ɾ a,,,,,4557
toria,,,,,,4557
toreka,to ɾ eka,,,,,4558
toreka,to: ɾ eka,,,,,4559
toreka,to ɾ eka,,,,,4560
toria,to: ɾ ia,,,,,4561
toria,to ɾ ia,,,,,4562
toroba,to ɾ oβa,,,,,4563
andama,,,,,,4563
toroba,t ɔɾɔ βa,,,,,4564
oengerete,osonsogete gochia egogo. torobania,,,,,4566
torobania egkr. penya kt. Pass through narrow way v. okoba gokonyora,kogokora,penya,kt,Pass through narrow way,v,4567
mosiabano,,,,,,4567
ania,,Usitasize,kt,To make barren,v,4567
enkwana,,,,,,4567
