PSA_Id,Domain,Class,English,Ekegusii
3320,Governance,PSA,"On the recruitment day, candidates must report to designated centres by 8am with original and copies of their academic certificates, ID cards, birth certificates, and, where applicable, NYS discharge certificates with at least a 'GOOD' conduct rating.","rituko riokorikwa, baria bakorigia egasi, goika baike ase chisenta chiabo chinsa 2 chia mambia bare nechisatificate chiabo buna basomete, Ekeband, esatifiketi yokoiborwa, na ase ekonyarekana, esatificate yogokora amasomo korwa obokoreri bwasae (NYS) na egekworokia buna ebikoru bioyio bire."
3321,Governance,PSA,"Security Matters Turning to security matters, the PS revealed that the government is set to launch a mobile app enabling citizens to report road-related incidents directly online.","Amangana oborendi aonchokire koba ayoborendi, Omoriki opamanenti (PS) nabisorete ng'a eserikari nere mbere gochakia egekoreri kieintaneti gokonya abanainchi komanyia igoro yemebasekano yechipara gochia eserikari."
3322,Governance,PSA,"“We are soon introducing a mobile app that allows citizens to report incidents, particularly road-related cases, directly online, he said.","“Iga bwango ngochaka tore egekoreri gieintaneti kogokonya abanainchi komanyia erikari amang'ana, mono kegima ayarengete emebasekano yechipara gochia ase bare gotaetera mono onde, buna atebete."
3323,Governance,PSA,"The Authority urges firms wishing to engage in parcel and courier services to apply for the requisite licenses from our offices in Nairobi, Kisumu, Eldoret, Nyeri and Mombasa and cautions members of the public to seek parcel and courier services from CA licensed providers only.","Abatenereri bobobogoria emesigo basabirwe kwerika neserikari aaria Nairobi, Kisumu, Eldoret, Nyeri na Mombasa erio gwancherwa gokora emeremna gokurera abanto bonsi konyora ogokonywa kwogotoma emesigo yabo goetera baria bakoewa chisatifiketi echio (CA) boka."
3324,Governance,PSA,Machogu urged the residents to ensure that they nurture the trees to maturity after planting and not to leave it as a responsibility of the Government.,Machogu nasabete abaibori koenekia ng'a barende emete basimekire goika ekine buya na tari gosimeka na gotigera eserikari erende.
3325,Governance,PSA,The County Government of Kericho is advising all residents to remain on high alert due to the ongoing heavy rains being experienced across the county.,Teerikari yekaonti ya Kericho ngosemia ere abanto baye bonsi gotigara koba maiso igoro yembura enyinge eyio egendererete gotwa ime yekaonti engima.
3326,Governance,PSA,"The County Government appeals to all residents to exercise utmost caution, avoid crossing flooded roads or walking near swollen rivers, and to immediately report any emergencies or incidents to the nearest local administration office or through the County emergency hotline.","Eserikari yekaonti nigo egosaba abanainchi bonsi ng'a babe maiso, tibatema goeta ase amache gose oroche rorew nomorindo bwamache, na komantia eserikari igoro ya mobasekano onde bwensi gochia amokoreri bweserikari ore ange nere gose goetera enamba ya morero yekaonti goetera eintaneti."
3327,Governance,PSA,"The County Government reiterates that the safety of residents remains its top priority and urges everyone to stay vigilant, follow official advisories, and support one another during this period of heavy rainfall.","Eserikari yechokaonti yaenekeirie abanainchi nga nare maiso goikerania oborendi na gosaba kera oyomo koba maiso, kobwatia obosemia, na gokonyana chingaki echi chiembura enyinge."
3328,Governance,PSA,"To ensure public safety during the renovation, the County Government has issued a clear directive: Members of the public have been directed to stay at least 30 metres away from the hospital site.","Erio goikerania oborendi obuya chingaki chiokoagacha keboyia chinyomba , eserikari yekaonti yarure omoroberio omoronge: Abanto baboriigwe koba are nase ayio yamaagacho goika oboare bwachifuti 100 korwa ase amaagacho agokorerwa yoboagachi bwenyagitari."
3329,Governance,PSA,"Youth engagement took centre stage in Kisumu County this week as leaders threw down the gauntlet, urging young residents to swap spectator seats for the architect's table in governance.",Okobwaterana nabasae aaria ekaonti ya Kisumu ewiki eye nigo kwabete kwomonguso ase abant abange ekero abarai barwete ogosaba nga abasae babogorie egetambokero kioborendi. Gosegeta abasae batige koba magega na abarigereria korende korende kobwaterana korora ng'a ebirengererio biabo biasoire ase emeroberio yobogamb gose oborai.
3330,Governance,PSA,"The event, held at Gilgil Stadium, was streamed live on KDF platforms to promote transparency and educate the public on the recruitment process.","Aya iga nigo abete aaria egetii kiemesiecho kia Gilgil, ayio aorogetigwe etibi korwa ekeombe kioboami bwoborendi bwense (KDF) gosegeta obomaiso marore na gosomia abanto buna okorika abaami gokoba."
3331,Governance,PSA,He further encouraged the public to be part of the process through reporting any incidences of bribery or corruption through relevant hotlines.,Akagenderera gosegeta abanto koba abamo bomoroberio oyio goetera okorwa amangana igoro yobokorekanu ase amoroberio bwokorika abaami goetera enamba yesimi yamorero.
3332,Governance,PSA,Members of the public and property owners are reminded to prioritize structural safety in residential buildings.,Abanto bonsi nabanyete enibo bwainyoriigwe korenda buna amaagacho echinyomba gose chitaracha chigwata goikerania oborendi obuya ase chinyomba chiokomenya.
3333,Governance,PSA,"The Public is urged to report any incidences of recruitment malpractices to the nearest Police Station or call 0709099000, 999, 911,112 or #fichuakwaDCI 0800722203.","Abanto basabirwe komanyia basikari igoro yabanto korikwa gosoa ebiombe biobosaria gose goetera goaka esimi 0709099000, 999, 911,112 gose #fichuakwaDCI 0800722203."
3334,Governance,PSA,We caution all to beware of fraudsters posing as Commission staff to solicit money in exchange for our services.,Nigo togokurera abanto koba maiso igoro yabasaria bagwekora koba abakomisona baita erio koibera abanto chibesa chiabo.
3335,Governance,PSA,"Public Participation and Stakeholder Engagement: In accordance with Article 10(2) of the Constitution of Kenya, the Ministry of Roads and Transport invites members of the public and stakeholders to participate in public forums.","Okoumerana na okobwatera nabanto nabasangi ao ao: Koreng'ana nerichiko ria 10(2) riegatabu kiamachiko gia Kenya, Eminisitiri yechipara nobobogoria yachikire abanto nabasangi bande gosanga ase ebikaranso biechinkwana chia bonsi."
3336,Governance,PSA,Please be advised that the public notice circulating on social media is fake.,Bono manya buya nga amang'ana agoetananigwa na abanto ase abanto nayoborimo.
3337,Governance,PSA,By David Njaaga 1 month ago 'Ignore fraudulent notices': NPSC warns on fake police hiring advert The National Police Service Commission (NPSC) has warned against a fake recruitment notice for police constables circulating on social media.,Ase David Njaaga omotienyi oyomo oetire 'ombia amangana oborimo': NPSC kiarure ogokurerwa igoro yamangana buna porisi nkorika ere abanto buna ayobotimo. Ekeombe kiobokoreri bwa abasikari kiarure ogokurerwa ng'a amangana igoro yokorikwa kwa abasikari goetera eintneti nayoborimo.
3338,Governance,PSA,"Therefore, this move is part of a citywide cleaning exercise which has, so far, included orders requiring hawkers to vacate some of the CBD streets and business owners in the CBD to keep their premises clean and avoid loud systems disrupting the public, among others.","Ase igo, egetambokero eke nigo kere enchera eyemo yogosibia omochie o'nairobi oganetie nga baria bakooneria ebinto biabo isiko, ekaonti yanyorire ogwancherwa kobarusia chinsemo chiomochie gati bwetaoni (CBD) chinchera gati na abanyaduka bonsi kobeka obochenu ase ebiasara biabo na gotanga amariogi amanene yamatangaso yebiasra biabo atari kogokia abanto na ayande anga buna ayio."
3339,Governance,PSA,"County emergency response teams and security agencies remain on the ground, helping relocate displaced residents to safer areas and distributing food, blankets, and other essential supplies.","Bria batenerete abokonyi chingaki chiemebasekano bekaonti kobwaterana nabarendi boborendi nao bare, bagendererete korwa ogokonya ase baria bakonyanya korwa ase yemechando goetera embura enyinge na kobaa ogokonya kwendagera, ebinto biokorarera, nebinto binde biengencho."
3340,Governance,PSA,KeNHA assured the public that the projects will be implemented with transparency and accountability at every stage.,Abateneri bechipara chinene (KeNHA) baenekeirie abanto ng'a oborosia bwepara nigo borabe maiso marore nobotenereri obuya ase omoroberio bwensi.
3341,Governance,PSA,"by CHARLES MGHENYI Coast 07 November 2025 - 05:40 ADVERTISEMENT In Summary Ethekon urged Kenyans to help rebuild trust in the new IEBC, assuring that the commission has strengthened accountability systems, including robust voter identification and result transmission technology.","Goetera CHARLES MGHENYI Coast 07 omotienyi 11 2025 chinsa 11 nechitageka 40 OGOTANGAZA. Ase obweng'e Ethekon agasaba aba'Kenyans gokonya koirania obwegenwa ase abarai abayia baria bekeombe keria getenerete ogoaka chikura IEBC, na koenekia ng'a oboteneneri obwo oboyia bwabekire emeroberio yamaiso marore, amo na obokongoria bwegetabu bwa abaaki chikura bekeene bare ime yegatabu keria kebwate amarieta yabaaki chikura goetera etekinorochi."
3342,Governance,PSA,"Ethekon urged Kenyans to help rebuild trust in the new IEBC, assuring that the commission has strengthened accountability systems, including robust voter identification and result transmission technology.","Ethekon nasabete aba'Kenyansgokonya koagacha obwegenwa ase oborai oboyia bwekeombe keria getenerete goakia chikura (IEBC), koenekeria abakenya ng'a obotenereri bwabo bwkongirie obomaiso marore, amo nokomongera buna chikura korwa chisenta chigotomwa goetera tekinorochi."
3343,Governance,PSA,"To ensure consistency in care, the report urges the Ministry of Health to make clinical guidelines accessible to all providers and to enforce postpartum monitoring standards through supervision and clinical audits.","Erio goikerania obuya na oboronge ase obobwenia, eripoti eye nigo yarwete ogosaba ng'a eminisitiri yobobwenia emnyie abakoreri baye emeroberio yobobwenia erio kobeka chinguru obomongeria bwomongina ekero aiboire ase okobamanyia abanyagitari abanene koenekia afia yomongina nomwana oye."
3344,Governance,PSA,"Murkomen said the government also launched a toll-free hotline to enable the public to report abductions anonymously, ensuring confidentiality and encouraging information sharing.","Murkomen agateba nga eserikari nero yaansete omoroberio bwechisimi chiamorero gokonya abanto komanyia eserikari buna abanto bakobwatia nagotamigwa mamincha yerichikobatari kwemanyekani barabwo mbarabi,korenda obobisi na gosegeta okoerania amang'ana."
3345,Governance,PSA,"We call upon all stakeholders political leaders, candidates, and citizens to exercise restraint, demonstrate respect for law and put the interest of the nation above all else.Let us remember: Elections are not a battle of might, but a contest of ideas.","Nigo tokoboria abarai bonsi begesiasa, baria bakorigia chikura, na abaninainch babe abatoereru, borokererie gosika richiko na kobeka okogania kwa abanto igoro ya kende gionsi.Tiga toinyore: Chikura tari esegi, tari okobetererigwa, chinguru,okogosereria gose ning'o ore nechinguru kobua oyonde, korende okoamemeraria kwebirengererio."
3346,Governance,PSA,MORE OPTIONS AGREE 0 The Public Service Commission (PSC) invited applications from Kenyan professionals to fill 86 job vacancies The commission noted that successful candidates will work at the Ministry of Foreign and Diaspora Affairs Career expert Simon Ingari told TUKO .,NAIRANERIO AMANGE NAREO. Ekeombe kiobokoreri bweserikari (PSC) kiamanyirie abakenya abasomu ase amangana ao ao gotoma gotoma ogosaba kwabokonyora emeremo yamabaga 86. Abatebnereri aba nigo baroche nga bari baranyore egasi eye nigo barakore emeremo ase obifi yemiinisitiri yamang'ana aisoko buna kemanyi oria ogosemia abande Simon Ingari atebetie TUKO .
3347,Governance,PSA,The Public Service Commission (PSC) has advertised 86 job opportunities for Kenyan professionals under the State Department for Foreign and Diaspora Affairs.,Ekeombe kiobokoreri bweserikari (PSC) giatangasire amabaga emeremo 86 ase abakenya abasomu bechingencho ao ao ase ensemo yobokoreri bweserikari yamangana echinse chiasiko.
3349,Governance,PSA,"Beware of fraudsters soliciting for bribes from the public while masquerading as commission staff, it warned job seekers.","Kabe maiso nabang'ainereria bagosaba amaaki korwa ase abanto bagwekora abakori emeremo bekeombe keria getenererete obokoreri bweserikari, ogokurera gochia abakorigia emeremo."
