PSA_ID,Domain,English,English_sw
EDU_02407,Education,Universities Fund urges parents and teachers in Embu County to reach out to the child helpline 116.,
EDU_02408,Education,KICD calls on the community in Kwale County to support inclusive learning environments to keep schools safe.,
EDU_02409,Education,State Department for TVET reminds schools in Nandi County to strengthen anti-bullying measures this September.,
EDU_02410,Education,Teachers Service Commission reminds schools in Elgeyo-Marakwet County to strengthen guidance and counselling services this August.,
EDU_02411,Education,IEBC calls on the community in Mandera County to report any safety concerns to the school administration to keep schools safe.,
EDU_02412,Education,State Department for Basic Education urges parents and teachers in Garissa County to report any safety concerns to the school administration.,
EDU_02413,Education,KMTC calls on the community in Makueni County to reach out to the child helpline 116 to keep schools safe.,
EDU_02414,Education,HELB calls on the community in Kwale County to report any safety concerns to the school administration to keep schools safe.,
EDU_02415,Education,TVET reminds schools in Kakamega County to strengthen anti-bullying measures this May.,
EDU_02416,Education,KICD calls on the community in Kiambu County to support inclusive learning environments to keep schools safe.,
EDU_02417,Education,KNEC reminds schools in Migori County to strengthen school infrastructure safety this January.,
EDU_02418,Education,TSC urges parents and teachers in Bungoma County to reach out to the child helpline 116.,
EDU_02419,Education,Ministry of Education reminds schools in Homa Bay County to strengthen anti-bullying measures this June.,
EDU_02420,Education,State Department for Basic Education calls on the community in Murang'a County to support inclusive learning environments to keep schools safe.,
EDU_02421,Education,Notice: Universities Fund launches a guidance and counselling services programme in schools across Murang'a County.,
EDU_02422,Education,Notice: State Department for TVET launches an anti-bullying measures programme in schools across Nakuru County.,
